"Id","SalePrice"
1461,117112.454152332
1462,163292.436635122
1463,178290.154012395
1464,198015.591855995
1465,193082.206084591
1466,170373.254849772
1467,179440.036781003
1468,161525.204245412
1469,200115.357883485
1470,113415.707124053
1471,198174.849783432
1472,96578.903267642
1473,95489.8626833712
1474,149971.134142928
1475,112457.446918302
1476,370401.948475786
1477,241257.407183264
1478,301711.63038981
1479,294043.569034654
1480,457131.90381763
1481,311111.737971626
1482,212013.457641838
1483,187805.710805631
1484,165612.321425193
1485,196662.035160991
1486,203208.97170108
1487,311649.755128375
1488,234639.89246797
1489,184590.421692461
1490,225323.552344451
1491,201681.02864203
1492,91376.0600566164
1493,172789.724572724
1494,297049.620986578
1495,287746.97049103
1496,223904.079183711
1497,178940.586275507
1498,158046.255024895
1499,153868.992458865
1500,148184.214762206
1501,168109.247893166
1502,145187.550284889
1503,271175.60884729
1504,237910.588307863
1505,218751.59664114
1506,197264.153407686
1507,247293.438469623
1508,200536.430707539
1509,163555.068520785
1510,141788.165482215
1511,147612.884791635
1512,178249.186565152
1513,147093.708776391
1514,144579.17687691
1515,207969.079999197
1516,166952.761734371
1517,170742.333334235
1518,137774.923631386
1519,211607.541581309
1520,123406.513644055
1521,132107.462358457
1522,183150.38758139
1523,108402.278792666
1524,132971.21473075
1525,118784.410176563
1526,111600.71341008
1527,98963.7994872505
1528,142010.697000912
1529,143470.124906532
1530,182103.482300104
1531,109694.958296278
1532,107039.308698734
1533,163384.615482794
1534,135994.677626185
1535,162211.325758556
1536,116924.111099441
1537,54471.4748650256
1538,144097.131394911
1539,222113.153359573
1540,96236.6830482741
1541,160008.443856646
1542,143372.97785502
1543,174214.276727801
1544,85149.7505448559
1545,108121.263673085
1546,137019.076908076
1547,141417.499297083
1548,138778.219568748
1549,111890.958409377
1550,129171.636126034
1551,123245.872725908
1552,133077.518976173
1553,153489.293529893
1554,117003.812854732
1555,168322.435188034
1556,85885.3923372553
1557,107538.199253658
1558,100232.568409847
1559,66256.0816255769
1560,139511.472598568
1561,121948.015995948
1562,127320.577632785
1563,114500.873501127
1564,166050.111750874
1565,148912.446769284
1566,237959.830648523
1567,75377.1875366015
1568,226945.247361386
1569,133710.677912681
1570,144432.709325719
1571,125487.426378213
1572,143856.376758285
1573,245214.325542436
1574,121755.066181132
1575,229268.938479509
1576,253215.700095286
1577,182448.239747661
1578,146784.87318262
1579,142392.436444256
1580,197259.364860431
1581,158937.558395786
1582,122229.757358962
1583,297245.82013058
1584,222968.351669882
1585,142714.140701116
1586,61701.5102284973
1587,101453.33153149
1588,144913.359636963
1589,99599.8148857717
1590,142028.737460062
1591,94978.6333426737
1592,121934.312806103
1593,124740.919766801
1594,141592.17206278
1595,101402.659731717
1596,209285.453704548
1597,173577.276926308
1598,214830.703828182
1599,177317.207529923
1600,178159.45767305
1601,64404.2042951753
1602,113398.35643643
1603,94863.8250289433
1604,252186.49719186
1605,260376.624277422
1606,175493.380465672
1607,179716.612407089
1608,222763.100082579
1609,184611.512539998
1610,144876.502531418
1611,143046.518277856
1612,178860.404670654
1613,163408.819238314
1614,124917.394541364
1615,96795.3985657455
1616,81556.5577349335
1617,96128.613854394
1618,119369.662068344
1619,137574.375304891
1620,144979.283195797
1621,139814.505859999
1622,139441.221578971
1623,266858.651161065
1624,224632.210222702
1625,120434.483059019
1626,170937.232062614
1627,190157.346850819
1628,283261.424109986
1629,181304.162204845
1630,321275.147589062
1631,212260.540346946
1632,238911.038855877
1633,173451.024068479
1634,188063.823270198
1635,179485.891268733
1636,156939.286572822
1637,198455.720075578
1638,191555.513175404
1639,189568.01883349
1640,263730.32626215
1641,183334.381665374
1642,241052.628858477
1643,222902.232313712
1644,228119.230447045
1645,202124.496234514
1646,160454.252789225
1647,167002.539931566
1648,128176.979178285
1649,142986.717511728
1650,101873.422354125
1651,116248.596466788
1652,99105.6772754718
1653,103003.244173094
1654,143225.793673773
1655,139026.108801542
1656,140842.180680951
1657,143854.426482911
1658,145840.486714295
1659,112502.58653223
1660,152833.782715376
1661,444869.126818668
1662,384486.415029506
1663,382167.060475032
1664,501278.715003165
1665,316735.804815814
1666,308211.108610794
1667,370636.282828258
1668,344007.245527707
1669,307395.727814075
1670,354494.931571186
1671,249360.398530886
1672,396250.022141671
1673,282497.202392737
1674,236768.31872368
1675,194874.203932016
1676,190451.285192238
1677,216589.097180538
1678,433275.958290023
1679,364379.451397936
1680,330847.453183681
1681,258029.422312331
1682,293801.840793487
1683,183086.151576604
1684,188085.060336687
1685,181343.657115996
1686,175335.731628959
1687,178089.220652795
1688,196663.967128512
1689,199667.474004063
1690,205530.362840671
1691,192068.090886192
1692,277000.185518987
1693,182275.183464605
1694,180676.613985198
1695,163868.1428862
1696,279146.663144104
1697,169681.042808144
1698,326071.780573441
1699,295955.39991844
1700,238780.184005731
1701,268164.140850446
1702,247580.998013441
1703,248981.362259901
1704,276034.503353529
1705,240730.947154999
1706,421220.387892882
1707,207242.373340396
1708,193552.978635135
1709,263263.026256582
1710,215763.195605971
1711,265860.281724737
1712,244604.450715072
1713,267516.008507641
1714,216265.525912454
1715,205026.005329857
1716,190152.040428815
1717,180629.186431332
1718,143112.97194065
1719,208944.117616959
1720,241207.841334372
1721,176899.490399506
1722,137668.17387599
1723,161660.884276773
1724,205026.596036421
1725,237234.391597367
1726,195292.246818997
1727,164352.396239015
1728,192661.251632774
1729,165817.875128787
1730,166114.807875896
1731,122332.378604245
1732,123796.020399876
1733,111499.960264153
1734,118552.319386185
1735,137307.050581822
1736,111360.494199943
1737,323374.432104533
1738,239891.394656061
1739,252193.22391089
1740,205472.635455535
1741,181798.331724157
1742,166945.234227598
1743,176677.624789291
1744,320786.374839943
1745,217238.454643155
1746,203891.162917826
1747,220770.546238156
1748,228072.074755204
1749,151825.609448476
1750,130291.566024883
1751,264364.357587095
1752,111463.026784435
1753,150778.826344651
1754,188194.573329484
1755,174783.145843441
1756,121264.496087705
1757,117965.141036928
1758,140754.653910027
1759,177990.897628302
1760,160449.934841262
1761,144759.180879391
1762,173041.04150137
1763,191578.691462945
1764,111876.403657147
1765,180186.272009029
1766,186827.956904719
1767,223303.348039234
1768,141075.415661791
1769,181857.6460292
1770,152939.470784713
1771,110967.061293934
1772,137555.853534308
1773,121902.529232945
1774,148695.399876164
1775,138941.391994143
1776,123523.650524365
1777,113123.911610863
1778,141793.888385555
1779,112345.910301793
1780,191133.206291533
1781,129100.504213233
1782,82395.5978757497
1783,136909.587657367
1784,101269.052266177
1785,127971.492922856
1786,138794.277155169
1787,178198.719821705
1788,63594.9984100978
1789,96352.7156597022
1790,72126.5335091875
1791,188846.12335212
1792,168126.123231301
1793,142777.908403309
1794,159734.960134367
1795,139142.941295434
1796,125541.296586992
1797,111913.153180426
1798,115015.784130767
1799,106675.41271357
1800,125519.702932374
1801,125555.334910163
1802,133185.346494257
1803,149243.595211615
1804,151289.798401343
1805,138064.949722492
1806,137117.947594854
1807,135171.884468155
1808,126499.679177723
1809,123547.987603515
1810,139356.019157152
1811,110323.658714816
1812,99307.5985432094
1813,127735.045184913
1814,94514.805630935
1815,49366.6732358336
1816,106428.211946463
